"ID","rodada","data","hora","mandante","visitante","formacao_mandante","formacao_visitante","tecnico_mandante","tecnico_visitante","vencedor","arena","mandante_Placar","visitante_Placar","mandante_Estado","visitante_Estado"
"6278","16","29/07/2018","11:00","Vasco","Corinthians","4-2-3-1","4-2-3-1","J. de Amorim Campos","O. Loss","Corinthians","Estádio Nacional de Brasília","1","4","RJ","SP"
"6282","16","29/07/2018","15:59","Cruzeiro","Sao Paulo","4-2-3-1","4-2-3-1","L. Venker de Menezes","D. Aguirre Camblor","Sao Paulo"," Mineirão","0","2","MG","SP"
"6279","16","29/07/2018","16:00","Flamengo","Sport","4-1-4-1","4-2-3-1","M. Nogueira Barbieri","C. dos Santos Oliveira","Flamengo"," Maracanã","4","1","RJ","PE"
"6280","16","29/07/2018","16:00","Athletico-PR","Vitoria","4-2-3-1","4-2-3-1","T. Retzalff Nunes","V. Carmo Mancini","Athletico-PR","Estádio Joaquim Américo Guimarães","4","0","PR","BA"
"6281","16","29/07/2018","16:00","Internacional","Botafogo-RJ","4-3-3","4-2-3-1","O. Hellmann","M. Dias de Castro","Internacional","Estádio José Pinheiro Borda","3","0","RS","RJ"
"6283","16","29/07/2018","19:00","Santos","America-MG","4-2-3-1","4-2-4-0","S. Bernardino","A. Batista","America-MG","Estádio Urbano Caldeira","0","1","SP","MG"
"6284","16","29/07/2018","19:00","Chapecoense","Gremio","4-2-3-1","4-2-3-1","G. Kleina","Renato Gaúcho","-","Arena Condá","1","1","SC","RS"
"6285","16","30/07/2018","20:00","Bahia","Atletico-MG","4-2-3-1","4-1-4-1","E. Alves Moreira","T. Mendes Larghi","-","Itaipava Arena Fonte Nova","2","2","BA","MG"
"6286","17","04/08/2018","16:02","Botafogo-RJ","Santos","4-2-3-1","4-3-3","B. Lazaroni","A. Stival","-","Estádio Nilton Santos","0","0","RJ","SP"
"6287","17","04/08/2018","19:00","Gremio","Flamengo","4-2-3-1","4-1-4-1","Renato Gaúcho","M. Nogueira Barbieri","Gremio","Arena do Grêmio","2","0","RS","RJ"
"6288","17","04/08/2018","21:00","Corinthians","Athletico-PR","4-2-3-1","4-2-3-1","O. Loss","T. Retzalff Nunes","-","Neo Química Arena","0","0","SP","PR"
"6289","17","05/08/2018","15:59","Vitoria","Cruzeiro","4-3-2-1","4-4-2","J. Burse","L. Venker de Menezes","-"," Barradão","1","1","BA","MG"
"6291","17","05/08/2018","16:00","America-MG","Palmeiras","4-1-4-1","4-1-4-1","A. Batista","L. Scolari","-","Estádio Raimundo Sampaio","0","0","MG","SP"
"6292","17","05/08/2018","16:00","Sao Paulo","Vasco","4-2-3-1","4-2-3-1","D. Aguirre Camblor","J. de Amorim Campos","Sao Paulo"," Morumbi","2","1","SP","RJ"
"6290","17","05/08/2018","16:01","Parana","Ceara","4-1-4-1","4-2-3-1","Ademir Fesan","L. Cirne Lima de Lorenzi","Ceara","Vila Capanema","0","1","PR","CE"
"6293","17","05/08/2018","19:00","Fluminense","Bahia","4-2-3-1","4-2-3-1","M. de Oliveira Santos","E. Alves Moreira","-"," Maracanã","1","1","RJ","BA"
"6294","17","05/08/2018","19:01","Sport","Chapecoense","4-2-3-1","4-1-4-1","C. dos Santos Oliveira","G. Kleina","-","Adelmar da Costa Carvalho","1","1","PE","SC"
"6295","17","06/08/2018","19:59","Atletico-MG","Internacional","4-3-3","4-3-3","T. Mendes Larghi","O. Hellmann","Internacional","Estádio Raimundo Sampaio","0","1","MG","RS"
"6296","20","08/08/2018","19:30","Ceara","Santos","4-2-3-1","4-3-3","L. Cirne Lima de Lorenzi","A. Stival","-","Estádio Presidente Vargas","1","1","CE","SP"
"6306","18","11/08/2018","16:00","Ceara","Athletico-PR","4-2-2-2","4-2-3-1","L. Cirne Lima de Lorenzi","T. Retzalff Nunes","-","Estádio Presidente Vargas","0","0","CE","PR"
"6307","18","11/08/2018","19:00","Bahia","America-MG","4-2-3-1","3-5-2","E. Alves Moreira","A. Batista","Bahia","Itaipava Arena Fonte Nova","1","0","BA","MG"
"6308","18","12/08/2018","11:00","Parana","Botafogo-RJ","4-2-3-1","4-2-3-1","Ademir Fesan","J. Mannarino","-","Vila Capanema","1","1","PR","RJ"
"6309","18","12/08/2018","11:01","Atletico-MG","Santos","4-2-3-1","4-3-3","T. Mendes Larghi","A. Stival","Atletico-MG","Estádio Raimundo Sampaio","3","1","MG","SP"
"6311","18","12/08/2018","16:00","Flamengo","Cruzeiro","4-1-4-1","4-2-3-1","M. Nogueira Barbieri","L. Venker de Menezes","Flamengo"," Maracanã","1","0","RJ","MG"
"6312","18","12/08/2018","16:00","Chapecoense","Corinthians","4-1-4-1","4-2-3-1","A. Ferreira","O. Loss","Chapecoense","Arena Condá","2","1","SC","SP"
"6310","18","12/08/2018","16:01","Sport","Sao Paulo","4-2-3-1","4-2-3-1","C. dos Santos Oliveira","D. Aguirre Camblor","Sao Paulo","Adelmar da Costa Carvalho","1","3","PE","SP"
"6313","18","12/08/2018","19:00","Gremio","Vitoria","4-2-3-1","4-3-2-1","Renato Gaúcho","J. Burse","Gremio","Arena do Grêmio","4","0","RS","BA"
"6314","18","12/08/2018","19:00","Palmeiras","Vasco","4-2-3-1","4-2-3-1","L. Scolari","J. de Amorim Campos","Palmeiras","Allianz Parque","1","0","SP","RJ"
"6315","18","13/08/2018","20:00","Fluminense","Internacional","4-1-4-1","4-2-3-1","M. de Oliveira Santos","O. Hellmann","Internacional"," Maracanã","0","3","RJ","RS"
"6316","19","18/08/2018","15:59","Santos","Sport","4-3-3","4-2-3-1","A. Stival","E. Baptista","Santos","Estádio Urbano Caldeira","3","0","SP","PE"
"6317","19","18/08/2018","19:01","Corinthians","Gremio","4-2-3-1","4-2-3-1","O. Loss","Renato Gaúcho","Gremio","Neo Química Arena","0","1","SP","RS"
"6318","19","19/08/2018","10:59","Athletico-PR","Flamengo","4-2-3-1","4-2-3-1","T. Retzalff Nunes","M. Nogueira Barbieri","Athletico-PR","Estádio Joaquim Américo Guimarães","3","0","PR","RJ"
"6319","19","19/08/2018","10:59","Internacional","Parana","4-2-3-1","4-4-1-1","O. Hellmann","Ademir Fesan","Internacional","Estádio José Pinheiro Borda","1","0","RS","PR"
"6320","19","19/08/2018","15:59","Vitoria","Palmeiras","4-1-4-1","4-2-3-1","P. Carpegiani","L. Scolari","Palmeiras"," Barradão","0","3","BA","SP"
"6322","19","19/08/2018","16:00","Cruzeiro","Bahia","4-2-3-1","4-2-3-1","L. Venker de Menezes","E. Alves Moreira","-"," Mineirão","1","1","MG","BA"
"6321","19","19/08/2018","16:01","Botafogo-RJ","Atletico-MG","4-2-3-1","4-2-3-1","J. Mannarino","T. Mendes Larghi","Atletico-MG","Estádio Nilton Santos","0","3","RJ","MG"
"6323","19","19/08/2018","19:00","America-MG","Fluminense","4-2-3-1","3-4-1-2","A. Batista","M. de Oliveira Santos","-","Estádio Raimundo Sampaio","0","0","MG","RJ"
"6324","19","19/08/2018","19:00","Sao Paulo","Chapecoense","4-2-3-1","4-1-4-1","D. Aguirre Camblor","A. Ferreira","Sao Paulo"," Morumbi","2","0","SP","SC"
"6325","19","20/08/2018","20:01","Vasco","Ceara","4-2-3-1","4-2-3-1","V. de Morais Filho","L. Cirne Lima de Lorenzi","-","Estádio Vasco da Gama","1","1","RJ","CE"
"6297","20","22/08/2018","19:29","Bahia","Internacional","4-2-3-1","4-2-3-1","E. Alves Moreira","O. Hellmann","Internacional","Itaipava Arena Fonte Nova","0","1","BA","RS"
"6298","20","22/08/2018","19:30","Parana","Sao Paulo","4-1-4-1","4-2-3-1","Ademir Fesan","D. Aguirre Camblor","-","Vila Capanema","1","1","PR","SP"
"6300","20","22/08/2018","20:59","Sport","America-MG","4-2-3-1","4-1-2-1-2","E. Baptista","A. Batista","America-MG","Adelmar da Costa Carvalho","0","2","PE","MG"
"6299","20","22/08/2018","21:00","Palmeiras","Botafogo-RJ","4-1-4-1","4-1-4-1","L. Scolari","J. Mannarino","Palmeiras","Allianz Parque","2","0","SP","RJ"
"6301","20","22/08/2018","21:44","Fluminense","Corinthians","4-3-2-1","4-2-4-0","M. de Oliveira Santos","O. Loss","Fluminense"," Maracanã","1","0","RJ","SP"
"6302","20","22/08/2018","21:45","Gremio","Cruzeiro","4-2-3-1","4-2-3-1","Renato Gaúcho","L. Venker de Menezes","-","Arena do Grêmio","1","1","RS","MG"
"6303","20","23/08/2018","19:30","Flamengo","Vitoria","4-1-4-1","4-3-2-1","M. Nogueira Barbieri","P. Carpegiani","Flamengo"," Maracanã","1","0","RJ","BA"
"6304","20","23/08/2018","19:59","Atletico-MG","Vasco","4-2-3-1","4-2-3-1","T. Mendes Larghi","V. de Morais Filho","-","Estádio Raimundo Sampaio","0","0","MG","RJ"
"6326","21","25/08/2018","15:59","Santos","Bahia","4-2-3-1","4-2-3-1","A. Stival","E. Alves Moreira","Santos","Estádio Urbano Caldeira","2","0","SP","BA"
"6327","21","25/08/2018","19:00","Corinthians","Parana","4-2-3-1","4-2-3-1","O. Loss","Ademir Fesan","Corinthians","Neo Química Arena","1","0","SP","PR"
"6328","21","25/08/2018","19:00","Athletico-PR","Gremio","4-2-3-1","4-2-3-1","T. Retzalff Nunes","Renato Gaúcho","Athletico-PR","Estádio Joaquim Américo Guimarães","2","1","PR","RS"
"6330","21","25/08/2018","21:00","Botafogo-RJ","Sport","4-2-3-1","4-2-3-1","J. Mannarino","E. Baptista","Botafogo-RJ","Estádio Nilton Santos","2","0","RJ","PE"
"6329","21","25/08/2018","21:01","Cruzeiro","Fluminense","4-2-3-1","4-3-2-1","L. Venker de Menezes","M. de Oliveira Santos","Cruzeiro"," Mineirão","2","1","MG","RJ"
"6331","21","26/08/2018","11:03","Sao Paulo","Ceara","4-2-3-1","4-2-3-1","D. Aguirre Camblor","L. Cirne Lima de Lorenzi","Sao Paulo"," Morumbi","1","0","SP","CE"
"6332","21","26/08/2018","16:00","America-MG","Flamengo","4-2-3-1","4-1-4-1","A. Batista","M. Nogueira Barbieri","-","Estádio Raimundo Sampaio","2","2","MG","RJ"
"6334","21","26/08/2018","16:00","Vitoria","Atletico-MG","4-2-3-1","4-2-3-1","P. Carpegiani","T. Mendes Larghi","Vitoria"," Barradão","1","0","BA","MG"
"6333","21","26/08/2018","16:01","Internacional","Palmeiras","4-2-3-1","4-2-3-1","O. Hellmann","L. Scolari","-","Estádio José Pinheiro Borda","0","0","RS","SP"
"6335","21","26/08/2018","18:59","Vasco","Chapecoense","4-2-3-1","4-1-4-1","V. de Morais Filho","A. Ferreira","Vasco","Estádio Vasco da Gama","3","1","RJ","SC"
"6275","15","29/08/2018","19:28","Athletico-PR","Vasco","4-2-3-1","4-2-3-1","T. Retzalff Nunes","A. Valentim do Carmo Neto","Athletico-PR","Estádio Joaquim Américo Guimarães","1","0","PR","RJ"
"6274","15","29/08/2018","19:30","Ceara","Bahia","4-2-3-1","4-3-3","L. Cirne Lima de Lorenzi","E. Alves Moreira","Bahia","Estádio Presidente Vargas","0","2","CE","BA"
"6337","22","01/09/2018","16:00","Gremio","Botafogo-RJ","4-2-3-1","4-2-3-1","Renato Gaúcho","J. Mannarino","Gremio","Arena do Grêmio","4","0","RS","RJ"
"6336","22","01/09/2018","16:01","Vitoria","America-MG","4-2-3-1","4-1-4-1","P. Carpegiani","A. Batista","Vitoria"," Barradão","1","0","BA","MG"
"6338","22","01/09/2018","18:59","Vasco","Santos","4-2-3-1","4-2-3-1","A. Valentim do Carmo Neto","A. Stival","Santos"," Maracanã","0","3","RJ","SP"
"6339","22","01/09/2018","21:00","Corinthians","Atletico-MG","4-2-3-1","4-2-3-1","O. Loss","T. Mendes Larghi","-","Neo Química Arena","1","1","SP","MG"
"6340","22","02/09/2018","11:01","Flamengo","Ceara","4-3-3","4-2-3-1","M. Nogueira Barbieri","L. Cirne Lima de Lorenzi","Ceara"," Maracanã","0","1","RJ","CE"
"6341","22","02/09/2018","15:59","Athletico-PR","Bahia","4-2-3-1","4-2-3-1","T. Retzalff Nunes","E. Alves Moreira","Athletico-PR","Estádio Joaquim Américo Guimarães","2","0","PR","BA"
"6342","22","02/09/2018","16:01","Sport","Parana","4-2-3-1","4-1-4-1","E. Baptista","Ademir Fesan","Sport","Adelmar da Costa Carvalho","1","0","PE","PR"
"6343","22","02/09/2018","16:01","Sao Paulo","Fluminense","4-2-3-1","4-1-4-1","D. Aguirre Camblor","M. de Oliveira Santos","-"," Morumbi","1","1","SP","RJ"
"6344","22","02/09/2018","19:00","Cruzeiro","Internacional","4-2-3-1","4-2-3-1","L. Venker de Menezes","O. Hellmann","-"," Mineirão","0","0","MG","RS"
"6345","22","02/09/2018","19:00","Chapecoense","Palmeiras","4-2-3-1","4-2-3-1","A. Ferreira","L. Scolari","Palmeiras","Arena Condá","1","2","SC","SP"
"6346","23","05/09/2018","19:29","Bahia","Sport","4-2-3-1","4-4-2","E. Alves Moreira","E. Baptista","Bahia","Itaipava Arena Fonte Nova","2","0","BA","PE"
"6347","23","05/09/2018","19:31","Botafogo-RJ","Cruzeiro","4-1-4-1","4-2-3-1","J. Mannarino","L. Venker de Menezes","-","Estádio Nilton Santos","1","1","RJ","MG"
"6348","23","05/09/2018","20:00","Ceara","Corinthians","4-2-3-1","4-2-3-1","L. Cirne Lima de Lorenzi","O. Loss","Ceara","Arena Castelão","2","1","CE","SP"
"6349","23","05/09/2018","20:59","Palmeiras","Athletico-PR","4-2-3-1","4-2-3-1","L. Scolari","T. Retzalff Nunes","Palmeiras","Allianz Parque","2","0","SP","PR"
"6350","23","05/09/2018","21:00","Parana","Chapecoense","4-1-4-1","4-2-3-1","Ademir Fesan","A. Ferreira","-","Vila Capanema","1","1","PR","SC"
"6351","23","05/09/2018","21:45","Atletico-MG","Sao Paulo","4-1-4-1","4-2-3-1","T. Mendes Larghi","D. Aguirre Camblor","Atletico-MG","Estádio Raimundo Sampaio","1","0","MG","SP"
"6352","23","05/09/2018","21:46","Internacional","Flamengo","4-1-4-1","4-2-3-1","O. Hellmann","M. Nogueira Barbieri","Internacional","Estádio José Pinheiro Borda","2","1","RS","RJ"
"6354","23","06/09/2018","18:59","Fluminense","Vitoria","4-2-3-1","4-4-2","M. de Oliveira Santos","P. Carpegiani","-"," Maracanã","0","0","RJ","BA"
"6353","23","06/09/2018","19:00","Santos","Gremio","4-1-4-1","4-2-3-1","A. Stival","Renato Gaúcho","-","Estádio Municipal Paulo Machado de Carvalho","0","0","SP","RS"
"6355","23","06/09/2018","20:01","America-MG","Vasco","4-2-3-1","4-2-3-1","A. Batista","A. Valentim do Carmo Neto","America-MG","Estádio Raimundo Sampaio","2","1","MG","RJ"
"6356","24","08/09/2018","16:00","Sport","Cruzeiro","4-2-3-1","4-2-3-1","E. Baptista","L. Venker de Menezes","-","Adelmar da Costa Carvalho","0","0","PE","MG"
"6357","24","08/09/2018","19:01","Sao Paulo","Bahia","4-2-3-1","4-3-2-1","D. Aguirre Camblor","E. Alves Moreira","Sao Paulo"," Morumbi","1","0","SP","BA"
"6358","24","08/09/2018","21:27","Flamengo","Chapecoense","4-2-3-1","4-1-4-1","M. Nogueira Barbieri","A. Ferreira","Flamengo"," Maracanã","2","0","RJ","SC"
"6359","24","09/09/2018","16:00","America-MG","Ceara","4-2-3-1","4-2-3-1","A. Batista","L. Cirne Lima de Lorenzi","-","Estádio Raimundo Sampaio","0","0","MG","CE"
"6360","24","09/09/2018","16:00","Palmeiras","Corinthians","4-2-3-1","4-2-3-1","L. Scolari","J. Ribeiro Ventura","Palmeiras","Allianz Parque","1","0","SP","SP"
"6361","24","09/09/2018","16:00","Fluminense","Botafogo-RJ","4-3-2-1","4-3-3","M. de Oliveira Santos","J. Mannarino","Fluminense"," Maracanã","1","0","RJ","RJ"
"6362","24","09/09/2018","16:00","Internacional","Gremio","4-3-3","4-2-3-1","O. Hellmann","Renato Gaúcho","Internacional","Estádio José Pinheiro Borda","1","0","RS","RS"
"6363","24","09/09/2018","19:00","Parana","Santos","4-1-4-1","4-2-3-1","Ademir Fesan","A. Stival","Santos","Vila Capanema","0","2","PR","SP"
"6364","24","09/09/2018","19:01","Vitoria","Vasco","4-3-3","4-3-2-1","P. Carpegiani","A. Valentim do Carmo Neto","Vitoria"," Barradão","1","0","BA","RJ"
"6365","24","10/09/2018","20:00","Atletico-MG","Athletico-PR","4-2-3-1","4-2-3-1","T. Mendes Larghi","T. Retzalff Nunes","Atletico-MG","Estádio Raimundo Sampaio","3","1","MG","PR"
"6305","20","13/09/2018","19:59","Chapecoense","Athletico-PR","4-2-3-1","4-2-3-1","A. Ferreira","T. Retzalff Nunes","Chapecoense","Arena Condá","2","1","SC","PR"
"6367","25","15/09/2018","15:58","Gremio","Parana","4-2-3-1","4-1-4-1","Renato Gaúcho","Ademir Fesan","Gremio","Arena do Grêmio","2","0","RS","PR"
"6366","25","15/09/2018","16:00","Ceara","Vitoria","4-2-3-1","4-4-2","L. Cirne Lima de Lorenzi","P. Carpegiani","Ceara","Arena Castelão","2","0","CE","BA"
"6368","25","15/09/2018","19:00","Vasco","Flamengo","4-3-2-1","4-1-4-1","A. Valentim do Carmo Neto","M. Nogueira Barbieri","-","Estádio Nacional de Brasília","1","1","RJ","RJ"
"6369","25","16/09/2018","11:00","Botafogo-RJ","America-MG","4-3-3","4-4-2","J. Mannarino","A. Batista","Botafogo-RJ","Estádio Nilton Santos","1","0","RJ","MG"
"6370","25","16/09/2018","16:00","Cruzeiro","Atletico-MG","4-2-3-1","4-3-3","L. Venker de Menezes","T. Mendes Larghi","-"," Mineirão","0","0","MG","MG"
"6372","25","16/09/2018","16:00","Athletico-PR","Fluminense","4-2-3-1","4-4-1-1","T. Retzalff Nunes","M. de Oliveira Santos","Athletico-PR","Estádio Joaquim Américo Guimarães","3","1","PR","RJ"
"6371","25","16/09/2018","16:01","Bahia","Palmeiras","4-2-3-1","4-4-1-1","E. Alves Moreira","L. Scolari","-","Itaipava Arena Fonte Nova","1","1","BA","SP"
"6373","25","16/09/2018","16:03","Santos","Sao Paulo","4-2-3-1","4-2-3-1","A. Stival","D. Aguirre Camblor","-","Estádio Urbano Caldeira","0","0","SP","SP"
"6374","25","16/09/2018","19:00","Corinthians","Sport","4-2-3-1","4-2-3-1","J. Ribeiro Ventura","E. Baptista","Corinthians","Neo Química Arena","2","1","SP","PE"
"6375","25","17/09/2018","20:00","Chapecoense","Internacional","4-2-3-1","4-3-3","A. Ferreira","O. Hellmann","Chapecoense","Arena Condá","2","1","SC","RS"
"6376","26","22/09/2018","16:00","Sao Paulo","America-MG","4-2-3-1","4-2-4-0","D. Aguirre Camblor","A. Batista","-"," Morumbi","1","1","SP","MG"
"6377","26","23/09/2018","11:00","Gremio","Ceara","4-2-3-1","4-2-3-1","Renato Gaúcho","L. Cirne Lima de Lorenzi","Gremio","Arena do Grêmio","3","2","RS","CE"
"6378","26","23/09/2018","16:00","Athletico-PR","Parana","4-2-3-1","4-4-2","T. Retzalff Nunes","Ademir Fesan","Athletico-PR","Estádio Joaquim Américo Guimarães","3","0","PR","PR"
"6379","26","23/09/2018","16:00","Flamengo","Atletico-MG","4-2-3-1","4-2-3-1","M. Nogueira Barbieri","T. Mendes Larghi","Flamengo"," Maracanã","2","1","RJ","MG"
"6380","26","23/09/2018","16:02","Corinthians","Internacional","4-2-4-0","4-3-3","J. Ribeiro Ventura","O. Hellmann","-","Neo Química Arena","1","1","SP","RS"
"6381","26","23/09/2018","17:59","Sport","Palmeiras","4-2-3-1","4-2-3-1","E. Baptista","L. Scolari","Palmeiras","Adelmar da Costa Carvalho","0","1","PE","SP"
"6382","26","23/09/2018","18:01","Vitoria","Botafogo-RJ","4-2-3-1","4-1-4-1","P. Carpegiani","J. Mannarino","Botafogo-RJ"," Barradão","3","4","BA","RJ"
"6383","26","23/09/2018","18:58","Cruzeiro","Santos","4-2-3-1","4-2-3-1","L. Venker de Menezes","A. Stival","Cruzeiro"," Mineirão","2","1","MG","SP"
"6384","26","24/09/2018","20:00","Chapecoense","Fluminense","4-2-3-1","5-4-1","A. Ferreira","M. de Oliveira Santos","Fluminense","Arena Condá","1","2","SC","RJ"
"6385","26","24/09/2018","20:00","Vasco","Bahia","4-2-3-1","4-2-3-1","A. Valentim do Carmo Neto","E. Alves Moreira","Vasco","Estádio Vasco da Gama","2","1","RJ","BA"
"6155","3","27/09/2018","20:01","Santos","Vasco","4-3-3","4-3-2-1","A. Stival","A. Valentim do Carmo Neto","-","Estádio Municipal Paulo Machado de Carvalho","1","1","SP","RJ"
"6386","27","29/09/2018","16:00","Fluminense","Gremio","5-4-1","4-2-3-1","M. de Oliveira Santos","Renato Gaúcho","Gremio","Estádio Nilton Santos","0","1","RJ","RS"
"6387","27","29/09/2018","19:00","America-MG","Corinthians","4-2-3-1","4-2-3-1","A. Batista","J. Ribeiro Ventura","-","Estádio Raimundo Sampaio","0","0","MG","SP"
"6388","27","29/09/2018","21:00","Bahia","Flamengo","4-2-3-1","4-2-3-1","E. Alves Moreira","D. Silvestre Júnior","-","Itaipava Arena Fonte Nova","0","0","BA","RJ"
"6389","27","30/09/2018","11:00","Palmeiras","Cruzeiro","4-2-3-1","4-2-3-1","L. Scolari","L. Venker de Menezes","Palmeiras","Estádio Municipal Paulo Machado de Carvalho","3","1","SP","MG"
"6390","27","30/09/2018","15:59","Atletico-MG","Sport","4-3-3","4-2-3-1","T. Mendes Larghi","M. Mendes","Atletico-MG","Estádio Raimundo Sampaio","5","2","MG","PE"
"6393","27","30/09/2018","16:00","Internacional","Vitoria","4-2-3-1","4-1-4-1","O. Hellmann","P. Carpegiani","Internacional","Estádio José Pinheiro Borda","2","1","RS","BA"
"6391","27","30/09/2018","16:01","Santos","Athletico-PR","4-2-3-1","4-2-3-1","A. Stival","T. Retzalff Nunes","Santos","Estádio Urbano Caldeira","1","0","SP","PR"
"6392","27","30/09/2018","16:02","Botafogo-RJ","Sao Paulo","4-1-4-1","4-2-3-1","J. Mannarino","D. Aguirre Camblor","-","Estádio Nilton Santos","2","2","RJ","SP"
"6394","27","30/09/2018","19:00","Ceara","Chapecoense","4-2-3-1","4-2-3-1","L. Cirne Lima de Lorenzi","A. Ferreira","Ceara","Arena Castelão","3","1","CE","SC"
"6395","27","01/10/2018","19:59","Parana","Vasco","4-4-2","4-2-3-1","C. dos Santos Oliveira","A. Valentim do Carmo Neto","-","Vila Capanema","1","1","PR","RJ"
"6396","28","05/10/2018","19:01","Sport","Internacional","4-2-3-1","4-3-3","M. Mendes","O. Hellmann","Sport","Adelmar da Costa Carvalho","2","1","PE","RS"
"6397","28","05/10/2018","21:00","Corinthians","Flamengo","4-2-4-0","4-2-3-1","J. Ribeiro Ventura","D. Silvestre Júnior","Flamengo","Neo Química Arena","0","3","SP","RJ"
"6398","28","05/10/2018","21:30","Vitoria","Santos","4-2-3-1","4-3-3","P. Carpegiani","A. Stival","Santos"," Barradão","0","1","BA","SP"
"6400","28","06/10/2018","16:00","Chapecoense","Atletico-MG","4-2-3-1","4-3-3","A. Ferreira","T. Mendes Larghi","Chapecoense","Arena Condá","1","0","SC","MG"
"6399","28","06/10/2018","16:02","Athletico-PR","America-MG","4-2-3-1","4-2-3-1","T. Retzalff Nunes","A. Batista","Athletico-PR","Estádio Joaquim Américo Guimarães","4","0","PR","MG"
"6401","28","06/10/2018","18:00","Sao Paulo","Palmeiras","4-2-3-1","4-2-3-1","D. Aguirre Camblor","L. Scolari","Palmeiras"," Morumbi","0","2","SP","SP"
