"ID","rodada","data","hora","mandante","visitante","formacao_mandante","formacao_visitante","tecnico_mandante","tecnico_visitante","vencedor","arena","mandante_Placar","visitante_Placar","mandante_Estado","visitante_Estado"
"6736","24","09/10/2019","19:16","CSA","Internacional","4-2-3-1","4-3-3","A. Fucks","O. Hellmann","CSA","Estádio Rei Pelé","1","0","AL","RS"
"6738","24","09/10/2019","20:31","Fortaleza","Chapecoense","4-2-3-1","4-2-4-0","R. Ceni","M. dos Santos Gonçalves","Fortaleza","Arena Castelão","2","0","CE","SC"
"6740","24","09/10/2019","21:00","Gremio","Ceara","4-2-3-1","4-2-3-1","Renato Gaúcho","A. Batista","Gremio","Estádio Francisco Stédile (Centenário)","2","1","RS","CE"
"6739","24","09/10/2019","21:01","Bahia","Sao Paulo","4-1-4-1","4-2-3-1","R. Machado Marques","F. Diniz Silva","-","Itaipava Arena Fonte Nova","0","0","BA","SP"
"6741","24","09/10/2019","21:30","Cruzeiro","Fluminense","4-4-2","4-1-4-1","A. da Silva Braga","M. de Oliveira","-"," Mineirão","0","0","MG","RJ"
"6742","24","09/10/2019","21:30","Santos","Palmeiras","4-3-3","4-2-3-1","J. Sampaoli Moya","L. Venker de Menezes","Santos","Estádio Urbano Caldeira","2","0","SP","SP"
"6743","24","10/10/2019","15:24","Corinthians","Athletico-PR","4-2-3-1","4-3-3","F. Carille","T. Retzalff Nunes","-","Neo Química Arena","2","2","SP","PR"
"6744","24","10/10/2019","19:19","Avai","Vasco","4-2-3-1","4-2-3-1","A. Valentim do Carmo Neto","V. Luxemburgo da Silva","-","  Ressacada","0","0","SC","RJ"
"6745","24","10/10/2019","20:00","Flamengo","Atletico-MG","4-2-3-1","5-4-1","J. Pinheiro de Jesus","R. Marques Santana","Flamengo"," Maracanã","3","1","RJ","MG"
"6746","25","12/10/2019","17:01","Goias","CSA","4-3-3","4-2-3-1","N. da Silveira Júnior","A. Fucks","Goias","Estádio do Governo do Estado de Goiás (Serra Dourada)","1","0","GO","AL"
"6747","25","12/10/2019","19:00","Fluminense","Bahia","4-1-4-1","4-3-3","M. de Oliveira","R. Machado Marques","Fluminense"," Maracanã","2","0","RJ","BA"
"6748","25","12/10/2019","21:00","Palmeiras","Botafogo-RJ","4-2-3-1","4-1-4-1","L. Venker de Menezes","B. Lazaroni","Palmeiras","Estádio Municipal Paulo Machado de Carvalho","1","0","SP","RJ"
"6750","25","13/10/2019","13:22","Athletico-PR","Flamengo","4-1-4-1","4-2-3-1","T. Retzalff Nunes","J. Pinheiro de Jesus","Flamengo","Estádio Joaquim Américo Guimarães","0","2","PR","RJ"
"6749","25","13/10/2019","16:00","Internacional","Santos","4-3-3","4-3-3","R. Colbachini","J. Sampaoli Moya","-","Estádio José Pinheiro Borda","0","0","RS","SP"
"6752","25","13/10/2019","16:00","Vasco","Fortaleza","4-2-3-1","4-2-3-1","V. Luxemburgo da Silva","R. Ceni","Vasco","Estádio Vasco da Gama","1","0","RJ","CE"
"6751","25","13/10/2019","16:01","Ceara","Avai","4-2-3-1","4-1-4-1","A. Batista","E. Spinassé Camillato","Ceara","Arena Castelão","1","0","CE","SC"
"6753","25","13/10/2019","18:02","Sao Paulo","Corinthians","4-1-4-1","4-1-4-1","F. Diniz Silva","F. Carille","Sao Paulo"," Morumbi","1","0","SP","SP"
"6754","25","13/10/2019","19:00","Atletico-MG","Gremio","4-2-3-1","4-2-3-1","R. Marques Santana","Renato Gaúcho","Gremio","Estádio Raimundo Sampaio","1","4","MG","RS"
"6755","25","13/10/2019","19:01","Chapecoense","Cruzeiro","4-2-3-1","4-2-3-1","M. dos Santos Gonçalves","A. da Silva Braga","-","Arena Condá","1","1","SC","MG"
"6756","26","16/10/2019","19:16","CSA","Atletico-MG","4-2-3-1","4-1-4-1","A. Fucks","V. Carmo Mancini","-","Estádio Rei Pelé","2","2","AL","MG"
"6757","26","16/10/2019","19:16","Gremio","Bahia","4-2-3-1","4-2-3-1","Renato Gaúcho","R. Machado Marques","Bahia","Arena do Grêmio","0","1","RS","BA"
"6758","26","16/10/2019","20:00","Fortaleza","Flamengo","4-4-2","4-4-2","C. A. P. F. Hembert","J. Pinheiro de Jesus","Flamengo","Arena Castelão","1","2","CE","RJ"
"6759","26","16/10/2019","21:00","Cruzeiro","Sao Paulo","4-2-3-1","4-1-4-1","A. da Silva Braga","F. Diniz Silva","Cruzeiro"," Mineirão","1","0","MG","SP"
"6760","26","16/10/2019","21:00","Palmeiras","Chapecoense","4-2-3-1","4-2-3-1","L. Venker de Menezes","M. dos Santos Gonçalves","Palmeiras","Allianz Parque","1","0","SP","SC"
"6762","26","16/10/2019","21:30","Vasco","Botafogo-RJ","4-2-3-1","4-1-4-1","V. Luxemburgo da Silva","A. Valentim do Carmo Neto","Vasco","Estádio Vasco da Gama","2","1","RJ","RJ"
"6761","26","16/10/2019","21:31","Goias","Corinthians","4-2-3-1","4-1-4-1","N. da Silveira Júnior","F. Carille","-","Estádio do Governo do Estado de Goiás (Serra Dourada)","2","2","GO","SP"
"6765","26","17/10/2019","11:11","Fluminense","Athletico-PR","4-1-4-1","4-4-2","M. de Oliveira","T. Retzalff Nunes","Athletico-PR"," Maracanã","1","2","RJ","PR"
"6764","26","17/10/2019","19:15","Santos","Ceara","4-3-3","4-4-1-1","J. Sampaoli Moya","A. Batista","Santos","Estádio Urbano Caldeira","2","1","SP","CE"
"6763","26","17/10/2019","19:16","Avai","Internacional","4-3-3","4-3-3","E. Spinassé Camillato","R. Colbachini","Internacional","  Ressacada","0","2","SC","RS"
"6766","27","19/10/2019","17:00","Fortaleza","Gremio","4-2-3-1","4-2-3-1","R. Ceni","Renato Gaúcho","Fortaleza","Arena Castelão","2","1","CE","RS"
"6767","27","19/10/2019","19:01","Corinthians","Cruzeiro","4-1-4-1","4-2-3-1","F. Carille","A. da Silva Braga","Cruzeiro","Neo Química Arena","1","2","SP","MG"
"6768","27","20/10/2019","16:00","Internacional","Vasco","4-3-3","4-2-3-1","R. Colbachini","V. Luxemburgo da Silva","Vasco","Estádio José Pinheiro Borda","0","1","RS","RJ"
"6769","27","20/10/2019","16:00","Sao Paulo","Avai","4-1-4-1","4-3-3","F. Diniz Silva","E. Spinassé Camillato","Sao Paulo"," Morumbi","1","0","SP","SC"
"6770","27","20/10/2019","16:00","Atletico-MG","Santos","4-1-4-1","4-3-3","V. Carmo Mancini","J. Sampaoli Moya","Atletico-MG","Estádio Raimundo Sampaio","2","0","MG","SP"
"6771","27","20/10/2019","18:00","Flamengo","Fluminense","4-2-2-2","4-2-4-0","J. Pinheiro de Jesus","M. de Oliveira","Flamengo"," Maracanã","2","0","RJ","RJ"
"6772","27","20/10/2019","19:00","Chapecoense","Goias","4-2-3-1","4-2-3-1","M. dos Santos Gonçalves","N. da Silveira Júnior","-","Arena Condá","2","2","SC","GO"
"6773","27","20/10/2019","19:00","Athletico-PR","Palmeiras","4-2-3-1","4-2-3-1","T. Retzalff Nunes","L. Venker de Menezes","-","Estádio Joaquim Américo Guimarães","1","1","PR","SP"
"6774","27","21/10/2019","19:31","Bahia","Ceara","4-1-4-1","4-3-1-2","R. Machado Marques","A. Batista","Ceara","Estádio de Pituaçu","1","2","BA","CE"
"6775","27","21/10/2019","20:00","Botafogo-RJ","CSA","4-2-3-1","4-1-4-1","A. Valentim do Carmo Neto","A. Fucks","Botafogo-RJ","Estádio Nilton Santos","2","1","RJ","AL"
"6780","28","26/10/2019","11:04","Cruzeiro","Fortaleza","4-2-3-1","4-4-1-1","A. da Silva Braga","R. Ceni","-"," Mineirão","1","1","MG","CE"
"6776","28","26/10/2019","17:01","Corinthians","Santos","4-1-4-1","4-3-3","F. Carille","J. Sampaoli Moya","-","Neo Química Arena","0","0","SP","SP"
"6777","28","26/10/2019","17:03","Ceara","Vasco","4-1-4-1","4-3-3","A. Batista","V. Luxemburgo da Silva","-","Arena Castelão","1","1","CE","RJ"
"6778","28","26/10/2019","19:02","Bahia","Internacional","4-3-3","4-2-3-1","R. Machado Marques","J. Mannarino","Internacional","Itaipava Arena Fonte Nova","2","3","BA","RS"
"6779","28","26/10/2019","19:30","Fluminense","Chapecoense","4-2-3-1","4-2-3-1","M. de Oliveira","M. dos Santos Gonçalves","-"," Maracanã","1","1","RJ","SC"
"6781","28","27/10/2019","11:06","Athletico-PR","Goias","4-3-3","4-3-3","T. Retzalff Nunes","N. da Silveira Júnior","Athletico-PR","Estádio Joaquim Américo Guimarães","4","1","PR","GO"
"6782","28","27/10/2019","16:00","Gremio","Botafogo-RJ","4-2-2-2","4-2-3-1","Renato Gaúcho","A. Valentim do Carmo Neto","Gremio","Arena do Grêmio","3","0","RS","RJ"
"6783","28","27/10/2019","16:01","Sao Paulo","Atletico-MG","4-1-4-1","4-2-3-1","F. Diniz Silva","V. Carmo Mancini","Sao Paulo"," Morumbi","2","0","SP","MG"
"6784","28","27/10/2019","18:00","Avai","Palmeiras","5-4-1","4-2-3-1","E. Spinassé Camillato","L. Venker de Menezes","Palmeiras","  Ressacada","1","2","SC","SP"
"6785","28","27/10/2019","19:00","Flamengo","CSA","4-1-3-2","4-1-4-1","J. Pinheiro de Jesus","A. Fucks","Flamengo"," Maracanã","1","0","RJ","AL"
"6786","29","30/10/2019","19:30","Palmeiras","Sao Paulo","4-2-3-1","4-1-4-1","L. Venker de Menezes","F. Diniz Silva","Palmeiras","Allianz Parque","3","0","SP","SP"
"6788","29","30/10/2019","19:30","Atletico-MG","Chapecoense","4-1-4-1","4-1-4-1","V. Carmo Mancini","M. dos Santos Gonçalves","Chapecoense","Estádio Raimundo Sampaio","0","2","MG","SC"
"6787","29","30/10/2019","19:31","Avai","Fortaleza","4-3-3","4-4-2","E. Spinassé Camillato","R. Ceni","Fortaleza","  Ressacada","1","3","SC","CE"
"6790","29","30/10/2019","21:30","Vasco","Gremio","4-3-1-2","4-2-3-1","V. Luxemburgo da Silva","Renato Gaúcho","Gremio","Estádio Vasco da Gama","1","3","RJ","RS"
"6789","29","30/10/2019","21:31","Ceara","Fluminense","4-4-2","4-1-4-1","A. Batista","M. de Oliveira","Ceara","Arena Castelão","2","0","CE","RJ"
"6791","29","30/10/2019","21:32","CSA","Corinthians","4-2-3-1","4-1-4-1","A. Fucks","F. Carille","CSA","Estádio Rei Pelé","2","1","AL","SP"
"6792","29","31/10/2019","19:15","Santos","Bahia","4-3-3","4-3-3","J. Sampaoli Moya","R. Machado Marques","Santos","Estádio Urbano Caldeira","1","0","SP","BA"
"6793","29","31/10/2019","20:03","Goias","Flamengo","4-1-4-1","4-2-3-1","N. da Silveira Júnior","J. Pinheiro de Jesus","-","Estádio do Governo do Estado de Goiás (Serra Dourada)","2","2","GO","RJ"
"6794","29","31/10/2019","21:30","Internacional","Athletico-PR","4-2-3-1","4-2-3-1","J. Mannarino","T. Retzalff Nunes","-","Estádio José Pinheiro Borda","1","1","RS","PR"
"6795","29","31/10/2019","21:30","Botafogo-RJ","Cruzeiro","4-2-3-1","4-2-3-1","A. Valentim do Carmo Neto","A. da Silva Braga","Cruzeiro","Estádio Nilton Santos","0","2","RJ","MG"
"6796","30","02/11/2019","17:01","Fortaleza","Atletico-MG","4-2-3-1","4-2-3-1","R. Ceni","V. Carmo Mancini","-","Arena Castelão","2","2","CE","MG"
"6798","30","02/11/2019","19:00","Palmeiras","Ceara","4-2-3-1","4-1-4-1","L. Venker de Menezes","A. Batista","Palmeiras","Allianz Parque","1","0","SP","CE"
"6797","30","02/11/2019","19:01","Fluminense","Vasco","4-3-1-2","4-2-3-1","M. de Oliveira","V. Luxemburgo da Silva","-"," Maracanã","0","0","RJ","RJ"
"6799","30","02/11/2019","21:01","Chapecoense","Sao Paulo","4-1-4-1","4-2-3-1","M. dos Santos Gonçalves","F. Diniz Silva","Sao Paulo","Arena Condá","0","3","SC","SP"
"6801","30","03/11/2019","13:25","Athletico-PR","CSA","4-2-3-1","4-2-3-1","T. Retzalff Nunes","A. Fucks","Athletico-PR","Estádio Joaquim Américo Guimarães","1","0","PR","AL"
"6800","30","03/11/2019","16:00","Flamengo","Corinthians","4-2-2-2","4-4-2","J. Pinheiro de Jesus","F. Carille","Flamengo"," Maracanã","4","1","RJ","SP"
"6802","30","03/11/2019","18:00","Gremio","Internacional","4-2-3-1","4-2-3-1","Renato Gaúcho","J. Mannarino","Gremio","Arena do Grêmio","2","0","RS","RS"
"6803","30","03/11/2019","19:00","Santos","Botafogo-RJ","4-3-3","4-2-3-1","J. Sampaoli Moya","A. Valentim do Carmo Neto","Santos","Estádio Urbano Caldeira","4","1","SP","RJ"
"6804","30","03/11/2019","19:00","Cruzeiro","Bahia","4-2-3-1","4-3-3","A. da Silva Braga","R. Machado Marques","-"," Mineirão","1","1","MG","BA"
"6805","30","03/11/2019","19:31","Goias","Avai","4-2-3-1","4-4-2","N. da Silveira Júnior","E. Spinassé Camillato","Goias","Estádio do Governo do Estado de Goiás (Serra Dourada)","2","0","GO","SC"
"6809","31","06/11/2019","13:23","Athletico-PR","Cruzeiro","4-2-3-1","4-2-3-1","E. de Barros","A. da Silva Braga","-","Estádio Joaquim Américo Guimarães","0","0","PR","MG"
"6806","31","06/11/2019","19:30","Corinthians","Fortaleza","4-2-3-1","4-2-3-1","Coelho","R. Ceni","Corinthians","Neo Química Arena","3","2","SP","CE"
"6807","31","06/11/2019","20:00","Atletico-MG","Goias","4-1-4-1","4-2-3-1","V. Carmo Mancini","N. da Silveira Júnior","Atletico-MG"," Mineirão","2","0","MG","GO"
"6808","31","06/11/2019","21:00","Avai","Santos","3-4-2-1","4-3-3","E. Spinassé Camillato","J. Sampaoli Moya","Santos","  Ressacada","1","2","SC","SP"
"6810","31","06/11/2019","21:30","Vasco","Palmeiras","4-2-4-0","4-2-3-1","V. Luxemburgo da Silva","L. Venker de Menezes","Palmeiras","Estádio Vasco da Gama","1","2","RJ","SP"
"6811","31","06/11/2019","21:30","Bahia","Chapecoense","4-3-3","3-4-2-1","R. Machado Marques","M. dos Santos Gonçalves","-","Itaipava Arena Fonte Nova","1","1","BA","SC"
"6812","31","07/11/2019","19:30","Ceara","Internacional","4-4-2","4-2-3-1","A. Batista","J. Mannarino","Ceara","Arena Castelão","2","0","CE","RS"
"6813","31","07/11/2019","19:35","Sao Paulo","Fluminense","4-3-3","4-4-1-1","F. Diniz Silva","M. de Oliveira","Fluminense"," Morumbi","0","2","SP","RJ"
"6814","31","07/11/2019","20:00","Botafogo-RJ","Flamengo","4-1-4-1","4-2-3-1","A. Valentim do Carmo Neto","J. Pinheiro de Jesus","Flamengo","Estádio Nilton Santos","0","1","RJ","RJ"
"6815","31","07/11/2019","21:00","Gremio","CSA","4-2-3-1","4-2-2-2","Renato Gaúcho","A. Fucks","Gremio","Arena do Grêmio","2","1","RS","AL"
"6816","32","09/11/2019","17:02","Goias","Santos","4-1-4-1","4-3-3","N. da Silveira Júnior","J. Sampaoli Moya","Santos","Estádio do Governo do Estado de Goiás (Serra Dourada)","0","3","GO","SP"
"6817","32","09/11/2019","19:00","Palmeiras","Corinthians","4-2-3-1","4-4-1-1","L. Venker de Menezes","Coelho","-","Estádio Municipal Paulo Machado de Carvalho","1","1","SP","SP"
"6820","32","10/11/2019","12:01","Sao Paulo","Athletico-PR","4-1-4-1","4-2-3-1","F. Diniz Silva","E. de Barros","Athletico-PR"," Morumbi","0","1","SP","PR"
"6818","32","10/11/2019","16:00","Internacional","Fluminense","4-2-3-1","4-4-1-1","J. Mannarino","M. de Oliveira","Internacional","Estádio José Pinheiro Borda","2","1","RS","RJ"
"6819","32","10/11/2019","16:00","Cruzeiro","Atletico-MG","4-2-3-1","4-2-3-1","A. da Silva Braga","V. Carmo Mancini","-"," Mineirão","0","0","MG","MG"
"6821","32","10/11/2019","18:00","Flamengo","Bahia","4-2-3-1","4-3-3","J. Pires de Deus","R. Machado Marques","Flamengo"," Maracanã","3","1","RJ","BA"
"6822","32","10/11/2019","19:00","Chapecoense","Gremio","5-4-1","4-2-3-1","M. dos Santos Gonçalves","Renato Gaúcho","Gremio","Arena Condá","0","1","SC","RS"
"6823","32","10/11/2019","19:01","Fortaleza","Ceara","4-2-3-1","3-4-2-1","R. Ceni","A. Batista","Fortaleza","Arena Castelão","1","0","CE","CE"
"6824","32","10/11/2019","19:01","CSA","Vasco","4-2-3-1","4-2-3-1","A. Fucks","V. Luxemburgo da Silva","Vasco","Estádio Rei Pelé","0","3","AL","RJ"
"6825","32","11/11/2019","20:00","Botafogo-RJ","Avai","4-2-3-1","4-1-4-1","A. Valentim do Carmo Neto","E. Spinassé Camillato","Botafogo-RJ","Estádio Nilton Santos","2","0","RJ","SC"
"6826","34","13/11/2019","21:30","Flamengo","Vasco","4-2-3-1","4-1-2-1-2","J. Pinheiro de Jesus","V. Luxemburgo da Silva","-"," Maracanã","4","4","RJ","RJ"
"6836","33","16/11/2019","17:00","Santos","Sao Paulo","4-3-3","4-2-3-1","J. Sampaoli Moya","F. Diniz Silva","-","Estádio Urbano Caldeira","1","1","SP","SP"
"6837","33","16/11/2019","19:00","Fluminense","Atletico-MG","4-1-4-1","4-2-3-1","M. de Oliveira","V. Carmo Mancini","-"," Maracanã","1","1","RJ","MG"
"6841","33","17/11/2019","12:06","Athletico-PR","Botafogo-RJ","4-2-3-1","4-2-3-1","E. de Barros","A. Valentim do Carmo Neto","Athletico-PR","Estádio Joaquim Américo Guimarães","1","0","PR","RJ"
"6838","33","17/11/2019","16:00","Gremio","Flamengo","4-2-3-1","4-2-3-1","Renato Gaúcho","J. Pinheiro de Jesus","Flamengo","Arena do Grêmio","0","1","RS","RJ"
"6839","33","17/11/2019","16:01","Bahia","Palmeiras","4-3-3","4-2-3-1","R. Machado Marques","L. Venker de Menezes","-","Itaipava Arena Fonte Nova","1","1","BA","SP"
"6840","33","17/11/2019","18:00","Chapecoense","Ceara","4-2-3-1","4-2-3-1","M. dos Santos Gonçalves","A. Batista","Chapecoense","Arena Condá","1","0","SC","CE"
"6842","33","17/11/2019","18:00","Corinthians","Internacional","4-4-1-1","4-2-3-1","Coelho","J. Mannarino","-","Neo Química Arena","0","0","SP","RS"
"6843","33","17/11/2019","19:02","Fortaleza","CSA","4-2-3-1","4-2-3-1","R. Ceni","A. Fucks","Fortaleza","Arena Castelão","3","0","CE","AL"
"6844","33","18/11/2019","19:33","Vasco","Goias","4-1-4-1","4-4-1-1","V. Luxemburgo da Silva","N. da Silveira Júnior","-","Estádio Vasco da Gama","1","1","RJ","GO"
"6845","33","18/11/2019","20:00","Cruzeiro","Avai","4-2-3-1","4-4-2","A. da Silva Braga","E. Spinassé Camillato","-"," Mineirão","0","0","MG","SC"
"6827","34","23/11/2019","21:01","Santos","Cruzeiro","4-3-3","4-1-4-1","J. Sampaoli Moya","A. da Silva Braga","Santos","Estádio Urbano Caldeira","4","1","SP","MG"
"6829","34","24/11/2019","14:12","Atletico-MG","Athletico-PR","4-4-2","4-2-3-1","V. Carmo Mancini","E. de Barros","Athletico-PR"," Mineirão","0","1","MG","PR"
"6828","34","24/11/2019","16:00","Palmeiras","Gremio","4-2-3-1","4-2-3-1","L. Venker de Menezes","Renato Gaúcho","Gremio","Allianz Parque","1","2","SP","RS"
"6830","34","24/11/2019","16:02","Goias","Bahia","4-2-3-1","4-4-2","N. da Silveira Júnior","R. Machado Marques","Goias","Estádio do Governo do Estado de Goiás (Serra Dourada)","4","3","GO","BA"
"6831","34","24/11/2019","18:00","Botafogo-RJ","Corinthians","4-2-3-1","4-1-2-1-2","A. Valentim do Carmo Neto","Coelho","Botafogo-RJ","Estádio Nilton Santos","1","0","RJ","SP"
"6833","34","24/11/2019","19:00","Internacional","Fortaleza","4-2-3-1","4-2-3-1","J. Mannarino","R. Ceni","-","Estádio José Pinheiro Borda","2","2","RS","CE"
"6834","34","24/11/2019","19:00","Avai","Chapecoense","4-3-3","4-2-3-1","E. Spinassé Camillato","M. dos Santos Gonçalves","Chapecoense","  Ressacada","0","1","SC","SC"
"6832","34","24/11/2019","19:02","Ceara","Sao Paulo","4-1-4-1","4-1-4-1","A. Batista","F. Diniz Silva","-","Arena Castelão","1","1","CE","SP"
"6835","34","25/11/2019","20:00","CSA","Fluminense","4-2-3-1","4-4-1-1","A. Fucks","M. de Oliveira","Fluminense","Estádio Rei Pelé","0","1","AL","RJ"
"6846","35","27/11/2019","19:30","Internacional","Goias","4-2-3-1","4-1-4-1","J. Mannarino","N. da Silveira Júnior","Goias","Estádio José Pinheiro Borda","1","2","RS","GO"
"6847","35","27/11/2019","19:30","Chapecoense","Botafogo-RJ","4-1-4-1","4-1-4-1","M. dos Santos Gonçalves","A. Valentim do Carmo Neto","Botafogo-RJ","Arena Condá","0","1","SC","RJ"
"6849","35","27/11/2019","19:51","Athletico-PR","Gremio","4-1-4-1","4-2-3-1","E. de Barros","Renato Gaúcho","Athletico-PR","Estádio Joaquim Américo Guimarães","2","0","PR","RS"
"6848","35","27/11/2019","21:02","Bahia","Atletico-MG","4-2-3-1","4-2-3-1","R. Machado Marques","V. Carmo Mancini","-","Itaipava Arena Fonte Nova","1","1","BA","MG"
"6851","35","27/11/2019","21:30","Corinthians","Avai","4-1-4-1","4-3-3","Coelho","E. Spinassé Camillato","Corinthians","Neo Química Arena","3","0","SP","SC"
"6850","35","27/11/2019","21:31","Flamengo","Ceara","4-2-3-1","4-5-1","J. Pinheiro de Jesus","A. Batista","Flamengo"," Maracanã","4","1","RJ","CE"
"6852","35","28/11/2019","19:30","Fluminense","Palmeiras","4-4-1-1","4-2-3-1","M. de Oliveira","L. Venker de Menezes","Fluminense"," Maracanã","1","0","RJ","SP"
"6853","35","28/11/2019","20:01","Fortaleza","Santos","4-2-3-1","4-3-3","R. Ceni","J. Sampaoli Moya","Fortaleza","Arena Castelão","2","1","CE","SP"
"6854","35","28/11/2019","20:31","Sao Paulo","Vasco","4-2-3-1","4-2-3-1","F. Diniz Silva","V. Luxemburgo da Silva","Sao Paulo"," Morumbi","1","0","SP","RJ"
"6855","35","28/11/2019","21:30","Cruzeiro","CSA","4-2-3-1","4-2-3-1","A. da Silva Braga","A. Fucks","CSA"," Mineirão","0","1","MG","AL"
"6856","36","30/11/2019","19:00","Botafogo-RJ","Internacional","4-1-4-1","4-2-3-1","A. Valentim do Carmo Neto","J. Mannarino","Internacional","Estádio Nilton Santos","0","1","RJ","RS"
"6857","36","30/11/2019","19:00","Ceara","Athletico-PR","4-2-3-1","4-2-3-1","A. Fucks","E. de Barros","-","Arena Castelão","1","1","CE","PR"
"6859","36","01/12/2019","15:59","Palmeiras","Flamengo","4-2-2-2","4-2-3-1","L. Venker de Menezes","J. Pinheiro de Jesus","Flamengo","Allianz Parque","1","3","SP","RJ"
"6858","36","01/12/2019","16:01","Avai","Fluminense","4-3-3","4-4-1-1","E. Spinassé Camillato","M. de Oliveira","-","  Ressacada","1","1","SC","RJ"
"6860","36","01/12/2019","16:02","Goias","Fortaleza","4-2-3-1","4-2-3-1","N. da Silveira Júnior","R. Ceni","Fortaleza","Estádio do Governo do Estado de Goiás (Serra Dourada)","1","2","GO","CE"
"6861","36","01/12/2019","17:58","CSA","Bahia","4-2-3-1","4-3-3","G. Santos Vasconcelo","R. Machado Marques","Bahia","Estádio Rei Pelé","1","2","AL","BA"
"6862","36","01/12/2019","18:00","Atletico-MG","Corinthians","4-2-3-1","4-1-4-1","V. Carmo Mancini","Coelho","Atletico-MG","Estádio Raimundo Sampaio","2","1","MG","SP"
"6863","36","01/12/2019","19:00","Santos","Chapecoense","3-4-3","4-1-4-1","J. Sampaoli Moya","M. dos Santos Gonçalves","Santos","Estádio Urbano Caldeira","2","0","SP","SC"
"6864","36","01/12/2019","19:00","Gremio","Sao Paulo","4-2-3-1","4-1-4-1","Renato Gaúcho","F. Diniz Silva","Gremio","Arena do Grêmio","3","0","RS","SP"
"6865","36","02/12/2019","20:01","Vasco","Cruzeiro","4-3-3","4-3-3","V. Luxemburgo da Silva","A. Batista","Vasco","Estádio Vasco da Gama","1","0","RJ","MG"
"6866","37","04/12/2019","19:01","Athletico-PR","Santos","4-2-3-1","4-3-3","E. de Barros","J. Sampaoli Moya","Athletico-PR","Estádio Joaquim Américo Guimarães","1","0","PR","SP"
"6868","37","04/12/2019","19:30","Atletico-MG","Botafogo-RJ","4-2-3-1","4-2-3-1","V. Carmo Mancini","A. Valentim do Carmo Neto","Atletico-MG"," Mineirão","2","0","MG","RJ"
"6867","37","04/12/2019","19:31","Ceara","Corinthians","4-2-3-1","4-1-4-1","A. Fucks","Coelho","Corinthians","Arena Castelão","0","1","CE","SP"
"6869","37","04/12/2019","21:00","Chapecoense","CSA","4-5-1","4-2-3-1","M. dos Santos Gonçalves","G. Santos Vasconcelo","Chapecoense","Arena Condá","3","0","SC","AL"
"6870","37","04/12/2019","21:30","Fluminense","Fortaleza","4-2-3-1","4-2-3-1","M. de Oliveira","R. Ceni","-"," Maracanã","0","0","RJ","CE"
"6871","37","04/12/2019","21:30","Sao Paulo","Internacional","4-1-4-1","4-1-4-1","M. Longo de Araújo","J. Mannarino","Sao Paulo"," Morumbi","2","1","SP","RS"
"6872","37","05/12/2019","19:15","Gremio","Cruzeiro","4-2-3-1","4-1-4-1","Renato Gaúcho","A. Batista","Gremio","Arena do Grêmio","2","0","RS","MG"
"6873","37","05/12/2019","19:17","Palmeiras","Goias","4-2-3-1","4-3-3","A. Lopes dos Santos","N. da Silveira Júnior","Palmeiras","Estádio Brinco de Ouro","5","1","SP","GO"
"6874","37","05/12/2019","19:19","Bahia","Vasco","4-3-3","4-3-3","R. Machado Marques","V. Luxemburgo da Silva","-","Itaipava Arena Fonte Nova","1","1","BA","RJ"
"6875","37","05/12/2019","20:03","Flamengo","Avai","4-2-3-1","5-4-1","J. Pinheiro de Jesus","E. Spinassé Camillato","Flamengo"," Maracanã","6","1","RJ","SC"
"6876","38","08/12/2019","16:00","Corinthians","Fluminense","4-4-2","4-2-3-1","Coelho","M. de Oliveira","Fluminense","Neo Química Arena","1","2","SP","RJ"
"6878","38","08/12/2019","16:00","Botafogo-RJ","Ceara","4-1-4-1","4-1-4-1","A. Valentim do Carmo Neto","A. Fucks","-","Estádio Nilton Santos","1","1","RJ","CE"
"6880","38","08/12/2019","16:00","Internacional","Atletico-MG","4-2-3-1","4-2-3-1","J. Mannarino","V. Carmo Mancini","Internacional","Estádio José Pinheiro Borda","2","1","RS","MG"
"6879","38","08/12/2019","16:01","CSA","Sao Paulo","4-2-3-1","4-3-3","G. Santos Vasconcelo","F. Diniz Silva","Sao Paulo","Estádio Rei Pelé","1","2","AL","SP"
"6881","38","08/12/2019","16:01","Cruzeiro","Palmeiras","4-3-3","4-2-3-1","A. Batista","A. Lopes dos Santos","Palmeiras"," Mineirão","0","2","MG","SP"
"6882","38","08/12/2019","16:01","Goias","Gremio","4-3-3","4-2-3-1","N. da Silveira Júnior","Renato Gaúcho","Goias","Estádio do Governo do Estado de Goiás (Serra Dourada)","3","2","GO","RS"
"6883","38","08/12/2019","16:01","Vasco","Chapecoense","4-3-3","4-1-4-1","V. Luxemburgo da Silva","M. dos Santos Gonçalves","-"," Maracanã","1","1","RJ","SC"
"6885","38","08/12/2019","16:01","Fortaleza","Bahia","4-2-3-1","4-3-3","R. Ceni","R. Machado Marques","Fortaleza","Arena Castelão","2","1","CE","BA"
"6877","38","08/12/2019","16:02","Santos","Flamengo","4-3-3","4-2-3-1","J. Sampaoli Moya","J. Pinheiro de Jesus","Santos","Estádio Urbano Caldeira","4","0","SP","RJ"
"6884","38","08/12/2019","16:08","Avai","Athletico-PR","4-2-3-1","4-2-3-1","E. Spinassé Camillato","E. de Barros","-","  Ressacada","0","0","SC","PR"
